algorithm,full_train_time,full_predict_time,full_y_train_accuracy,full_y_test_accuracy,early_train_time,early_predict_time,early_y_train_accuracy,early_y_test_accuracy
random_hill_climb,18.69316491713891,0.002437261434701773,0.45546042742304416,0.3966101694915255,15.855122657922598,0.0023775650904728817,0.46395660414352,0.40338983050847455
simulated_annealing,20.922502279281616,0.002067272479717548,0.4418992222730539,0.395045632333768,19.578335762023926,0.0020464016841008114,0.4447748513169072,0.39621903520208607
genetic_alg,35.21041138355549,0.001957557140252529,0.43522209877350054,0.39043893959148196,13.391926673742441,0.002040722431280674,0.4391216260375138,0.3939156888309431
gradient_descent,32.29953529743048,0.0019389849442702073,0.43355009476504824,0.3915254237288132,10.56630052970006,0.0019638767609229456,0.43752042350173215,0.3926988265971314





